,Name,Address,Coordinates,street_number,Street,Area,City,Region,Country,Website,Phone,Type,Google_ID,Glovo_link,Monday Open time,Monday Close time,Tuesday Open time,Tuesday Close time,Wednesday Open time,Wednesday Close time,Thursday Open time,Thursday Close time,Friday Open time,Friday Close time,Saturday Open time,Saturday Close time,Sunday Open time,Sunday Close time,Average price,Overall price level
183,Терті Пляцки,"Кам'яниця Алембеківська, площа Ринок, 13, Львів","{'lat': 49.841273, 'lng': 24.032412}",13,площа Ринок,Галицький,Львів,Львівська,Україна,http://www.pliacky.lviv.ua/,+380 50 371 3833,Ресторан,ChIJS44qTGzdOkcRSlQnk9fRV7o,https://glovoapp.com/ua/uk/lviv/terti-plyacki-lvi/,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,230.0,High
184,Prosto Kebab / Просто Кебаб,"вулиця Тадеуша Костюшка, 3, Львів","{'lat': 49.8394914, 'lng': 24.0242848}",3,вулиця Тадеуша Костюшка,Галицький,Львів,Львівська,Україна,https://lviv.virtual.ua/ru/object/421893/Best-Kebab-Fast-Food.html,+380 67 390 4072,Ресторан,ChIJcUCMeGzdOkcR3cJph0UQbno,https://glovoapp.com/ua/uk/lviv/prosto-kebab-lvi/,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,127.0,Medium-Low
185,King Kebab / Кінг Кебаб,"вулиця Джерельна, 30, Львів","{'lat': 49.8498352, 'lng': 24.0205932}",30,вулиця Джерельна,Галицький,Львів,Львівська,Україна,,,Ресторан,ChIJ6efA4xfdOkcREDwuz_Jsr0o,https://glovoapp.com/ua/uk/lviv/kingkebab-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,85.0,Low
186,Loveroll,"вулиця Пекарська, 24, Львів","{'lat': 49.8378081, 'lng': 24.038549}",24,вулиця Пекарська,Личаківський,Львів,Львівська,Україна,https://loveroll.com.ua/,+380 67 667 6714,Доставка,ChIJveFFpYbdOkcRbS4ptjdXsc4,https://glovoapp.com/ua/uk/lviv/loveroll-lvi/,14:00:00,23:00:00,14:00:00,23:00:00,14:00:00,23:00:00,14:00:00,23:00:00,14:00:00,23:00:00,14:00:00,23:00:00,14:00:00,23:00:00,264.0,High
187,La Famiglia,"вулиця Олександра Довженка, 2, Львів","{'lat': 49.7971143, 'lng': 24.0537949}",2,вулиця Олександра Довженка,Сихівський,Львів,Львівська,Україна,https://lafamiglia.restaurant/,,Ресторан,ChIJRRpHNA3oOkcRuvLeyg99acc,https://glovoapp.com/ua/uk/lviv/la-famiglia-lviv/,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,151.0,Medium-Low
188,Sushiya / Сушия,"ТРЦ ""Форум, вулиця Під Дубом, 7Б, Львів","{'lat': 49.8498827, 'lng': 24.0223092}",7Б,вулиця Під Дубом,Галицький,Львів,Львівська,Україна,https://sushiya.ua/,+380 67 473 2893,Доставка,ChIJ1xNnrQvdOkcRggua1WfCbsU,https://glovoapp.com/ua/uk/lviv/sushiya-lvi/,10:00:00,20:30:00,10:00:00,20:30:00,10:00:00,20:30:00,10:00:00,20:30:00,10:00:00,20:30:00,10:00:00,20:30:00,10:00:00,20:30:00,194.0,Medium-High
189,Otto / Отто,"вулиця Соломії Крушельницької, 1, Львів","{'lat': 49.8383732, 'lng': 24.0227132}",1,вулиця Соломії Крушельницької,Галицький,Львів,Львівська,Україна,https://www.ottoworkforce.com.ua/,+380 67 351 4228,Інше,ChIJW9wQgN_dOkcRqAWYPVMdl4I,https://glovoapp.com/ua/uk/lviv/otto-lvi/,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,00:00:00,23:59:00,00:00:00,23:59:00,167.0,Medium-High
190,Fast Fish / Швидка Рибка,"вулиця Академіка Лазаренка, 1а, Львів","{'lat': 49.81413870000001, 'lng': 24.0190355}",1а,вулиця Академіка Лазаренка,Франківський,Львів,Львівська,Україна,https://fastfishua.ps.me/,+380 67 358 5781,Інше,ChIJD1RWE-LnOkcRGC7JMddrjJ0,https://glovoapp.com/ua/uk/lviv/fast-fish-shvidka-ribka-lvi/,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,00:00:00,23:59:00,152.0,Medium-Low
191,Lipymo ta Varymo by Sama lipyla / Ліпимо та Варимо by Сама ліпила,"вулиця Тичини, 18, Львів","{'lat': 49.8697443, 'lng': 24.0340203}",18,вулиця Тичини,Шевченківський,Львів,Львівська,Україна,,+380 68 410 2537,Інше,ChIJAdkJ0uzdOkcRDoMBXrJuyio,https://glovoapp.com/ua/uk/lviv/lipimo-ta-varimo-by-sama-lipila-lvi/,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,20:00:00,144.0,Medium-Low
192,Truffaldino-піца на дровах,"вулиця Миколи Хвильового, 50, Львів","{'lat': 49.8696666, 'lng': 24.0389374}",50,вулиця Миколи Хвильового,Шевченківський,Львів,Львівська,Україна,http://www.truffaldino.ua/,+380 96 170 1900,Ресторан,ChIJOcyoO__cOkcRmbUa_k8mjFQ,https://glovoapp.com/ua/uk/lviv/truffaldino-lvi/,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,255.0,High
193,MARANI,"вулиця Петра Панча, 5, Львів","{'lat': 49.8602852, 'lng': 24.0155016}",5,вулиця Петра Панча,Шевченківський,Львів,Львівська,Україна,https://instagram.com/marani_restaurant_?utm_medium=copy_link,+380 98 370 9415,Ресторан,ChIJ5R3v8HvdOkcRydpgsan-Gxc,https://glovoapp.com/ua/uk/lviv/restoran-gruzinskoyi-kuhni-marani-lvi/,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,263.0,High
194,Green Garden,"вулиця Руданського, 1, Львів","{'lat': 49.8383008, 'lng': 24.0305654}",1,вулиця Руданського,Галицький,Львів,Львівська,Україна,https://www.instagram.com/lviv_greengarden_center/,+380 67 620 7711,Доставка,ChIJMWDgb5PdOkcRJKf5EkKg2nc,https://glovoapp.com/ua/uk/lviv/greengarden/,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,22:30:00,10:00:00,22:30:00,10:00:00,22:30:00,299.0,High
195,Avocado Organic Food,"вулиця Гетьмана Мазепи, 1б, Львів","{'lat': 49.8700721, 'lng': 24.0231412}",1б,вулиця Гетьмана Мазепи,Шевченківський,Львів,Львівська,Україна,https://avocado.lviv.ua/,+380 98 072 6104,Доставка,ChIJUZd-orDdOkcRYvRZX7viI7A,https://glovoapp.com/ua/uk/lviv/avocado-organic-lvi/,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,330.0,High
196,Кафе Млинці / Cafe Pancakes,"Соборна площа, 10, Львів","{'lat': 49.83814810000001, 'lng': 24.0347352}",10,Соборна площа,Галицький,Львів,Львівська,Україна,,+380 97 031 9040,Ресторан,ChIJN2VURGndOkcRW_Zma7NlUyI,https://glovoapp.com/ua/uk/lviv/cafe-pancakes-lvi/,08:00:00,22:00:00,08:00:00,22:00:00,08:00:00,22:00:00,08:00:00,22:00:00,08:00:00,22:00:00,08:00:00,22:00:00,08:00:00,22:00:00,88.0,Low
197,WeSushi,"проспект В'ячеслава Чорновола, 16В, Львів","{'lat': 49.8466242, 'lng': 24.0257494}",16В,проспект В'ячеслава Чорновола,Галицький,Львів,Львівська,Україна,https://lviv.wesushi.com.ua/?utm_source=googlemaps,+380 800 336 939,Доставка,ChIJ7f43hqPdOkcRRp4H8cPFxeQ,https://glovoapp.com/ua/uk/lviv/wesushi-lvi/,11:00:00,22:30:00,11:00:00,22:30:00,11:00:00,22:30:00,11:00:00,22:30:00,11:00:00,22:30:00,11:00:00,22:30:00,11:00:00,22:30:00,329.0,High
198,Babo Gardens / Бабо Гарденс,"вулиця Кузневича, 16А, Львів","{'lat': 49.8338191, 'lng': 23.9797011}",16А,вулиця Кузневича,Залізничний,Львів,Львівська,Україна,https://babogardens.com.ua/,+380 67 000 1526,Ресторан,ChIJ-Tm0aPjnOkcRVPMHpeaTY90,https://glovoapp.com/ua/uk/lviv/babo-gardens-lvi/,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,317.0,High
199,SUN GARDEN,"вулиця Володимира Великого, 10Б, Львів","{'lat': 49.80965500000001, 'lng': 24.0110328}",10Б,вулиця Володимира Великого,Франківський,Львів,Львівська,Україна,https://www.instagram.com/sungarden_resto/,+380 97 717 3830,Ресторан,ChIJnWwDpCznOkcRVAOVG4x-Fpk,https://glovoapp.com/ua/uk/lviv/sun-garden-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,185.0,Medium-High
202,Kazzka pizzeria/Піцерія Каззка,"33/1, вулиця Лесі Українки, Львів","{'lat': 49.8437446, 'lng': 24.0320647}",вулиця Лесі Українки,Галицький,Львів,Львівська,Україна,,http://kazzka-menu.choiceqr.com/delivery,+380 97 127 0560,Ресторан,ChIJ-1KaCbDdOkcRSHWZiZeCu70,https://glovoapp.com/ua/uk/lviv/kazzka-pizzeria-lvi/,11:00:00,22:30:00,00:00:00,23:59:00,11:00:00,22:30:00,11:00:00,22:30:00,11:00:00,22:30:00,11:00:00,22:30:00,11:00:00,22:30:00,277.0,High
203,K-Food,"вулиця Тиктора, 4, Львів","{'lat': 49.842553, 'lng': 24.0254518}",4,вулиця Тиктора,Галицький,Львів,Львівська,Україна,https://koreankafemenu.netlify.app/#%D0%A7%D1%96%D0%B3%D0%B5,+380 63 541 9317,Ресторан,ChIJObWa33jdOkcRs6SuQ5ZgQPc,https://glovoapp.com/ua/uk/lviv/k-food-lvi/,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,00:00:00,23:59:00,226.0,High
204,BAO LVIV,"вулиця Староєврейська, 25/27, Львів","{'lat': 49.84085959999999, 'lng': 24.03349039999999}",25/27,вулиця Староєврейська,Галицький,Львів,Львівська,Україна,https://lviv.bao.ua/,+380 67 620 5858,Ресторан,ChIJeY98oebnOkcR5amFjx4Pqp8,https://glovoapp.com/ua/uk/lviv/bao-modern-chinese-cuisine-lvi/,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,23:00:00,09:00:00,23:00:00,09:00:00,22:00:00,295.0,High
205,Fabrica Pizzy /Фабрика Піци,"вулиця Пасічна, 175, Львів","{'lat': 49.8037511, 'lng': 24.0717694}",175,вулиця Пасічна,Сихівський,Львів,Львівська,Україна,https://www.facebook.com/%D0%A4%D0%B0%D0%B1%D1%80%D0%B8%D0%BA%D0%B0-%D0%BF%D1%96%D1%86%D0%B8-110632727290181/,+380 98 731 0163,Ресторан,ChIJ2RkwkxnpOkcR_2dLVzIEdao,https://glovoapp.com/ua/uk/lviv/fabrica-pizzy-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,195.0,Medium-High
206,Kolos,"проїзд Крива Липа, 6, Львів","{'lat': 49.8406025, 'lng': 24.0263659}",6,проїзд Крива Липа,Галицький,Львів,Львівська,Україна,https://www.facebook.com/pages/%D0%97%D0%BE%D0%BB%D0%BE%D1%82%D0%B8%D0%B9-%D0%9A%D0%BE%D0%BB%D0%BE%D1%81/153562742038324?hc_ref=ARS-SJBs7GQRsdw-2I9dA79qMV5esCvw44CuSLpfL10NjV-YyATRyoDQU7o6Yf5O8ZI,,Бар,ChIJRenQ-HHdOkcRYu3EEWflmi0,https://glovoapp.com/ua/uk/lviv/kolos-lvi/,16:00:00,23:00:00,16:00:00,23:00:00,16:00:00,23:00:00,16:00:00,23:00:00,15:00:00,23:00:00,15:00:00,23:00:00,15:00:00,23:00:00,232.0,High
207,Chekhovych / Палярня Чехович,"вулиця Героїв УПА, 72, Львів","{'lat': 49.8316005, 'lng': 23.9966307}",72,вулиця Героїв УПА,Франківський,Львів,Львівська,Україна,https://www.chehovych.com/,+380 95 761 2419,Ресторан,ChIJK6p7ZIDdOkcR0W8xlOBl7Ng,https://glovoapp.com/ua/uk/lviv/chekhovych1-lvi/,08:29:00,21:00:00,08:29:00,21:00:00,08:29:00,21:00:00,08:29:00,21:00:00,08:29:00,21:00:00,08:29:00,21:00:00,08:29:00,21:00:00,150.0,Medium-Low
208,Маргарита на Чорновола / Margarita na Chornovola,"проспект В'ячеслава Чорновола, 63, Львів","{'lat': 49.8582556, 'lng': 24.0198899}",63,проспект В'ячеслава Чорновола,Шевченківський,Львів,Львівська,Україна,http://margaryta.com.ua/,+380 98 882 4717,Ресторан,ChIJyQpWOiDdOkcRbu9Abs7njVs,https://glovoapp.com/ua/uk/lviv/margarita-margarita-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,208.0,Medium-High
209,Druzi Cafe,"вулиця Краківська, 5, Львів","{'lat': 49.8425788, 'lng': 24.0298786}",5,вулиця Краківська,Галицький,Львів,Львівська,Україна,https://www.druzicafe.com.ua/druzilviv,+380 97 970 8776,Ресторан,ChIJUw90nW3dOkcRgtR0VOu9Ilg,https://glovoapp.com/ua/uk/lviv/druzi-cafe-lvi/,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,21:00:00,178.0,Medium-High
210,TRDLO,"вулиця Ставропігійська, 5, Львів","{'lat': 49.842774, 'lng': 24.0326134}",5,вулиця Ставропігійська,Галицький,Львів,Львівська,Україна,https://instagram.com/trdlo.lviv?igshid=OGQ5ZDc2ODk2ZA==,+380 93 742 2602,Ресторан,ChIJlyOXOdPdOkcR6B0ZeTfkd_I,https://glovoapp.com/ua/uk/lviv/trdlo-lvi/,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,61.0,Low
211,BIBLIOTEKA resto-bar / Бібліотека ресто-бар,"вулиця Краківська, 7, Львів","{'lat': 49.84272499999999, 'lng': 24.0300564}",7,вулиця Краківська,Галицький,Львів,Львівська,Україна,https://www.instagram.com/biblioteka.resto.bar_lviv/,+380 96 340 6073,Ресторан,ChIJAUAfe_7dOkcRcwF2pK8-Nn4,https://glovoapp.com/ua/uk/lviv/restor-bar-biblioteka-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,314.0,High
212,Delicateka,"вулиця Друкарська, 11, Львів","{'lat': 49.8437388, 'lng': 24.0318975}",11,вулиця Друкарська,Галицький,Львів,Львівська,Україна,http://delikateka.choiceqr.com/delivery,+380 97 127 0560,Ресторан,ChIJn4fuQG3dOkcRUfFnlJkX3Qg,https://glovoapp.com/ua/uk/lviv/delicateka-lvi/,11:00:00,22:30:00,00:00:00,23:59:00,11:00:00,22:30:00,11:00:00,22:30:00,11:00:00,22:30:00,11:00:00,22:30:00,11:00:00,22:30:00,286.0,High
213,Журавель Asia Grill,"вулиця Михайла Вербицького, 5, Львів","{'lat': 49.83421800000001, 'lng': 24.0173831}",5,вулиця Михайла Вербицького,Галицький,Львів,Львівська,Україна,https://zhuravel-asia-grill.ps.me/,+380 93 877 9888,Ресторан,ChIJ34PELnPdOkcRpArVRwSTVkw,https://glovoapp.com/ua/uk/lviv/zhuravel-asia-grill1-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,129.0,Medium-Low
214,Korky ta krykhty / Корки та крихти,"вулиця Лесі Українки, 27, Львів","{'lat': 49.8437735, 'lng': 24.031521}",27,вулиця Лесі Українки,Галицький,Львів,Львівська,Україна,http://korkitakrixti.choiceqr.com/,+380 97 127 0560,Ресторан,ChIJdS-dQW3dOkcRxHqnd2MOtnU,https://glovoapp.com/ua/uk/lviv/korkytakrykhty-lvi/,09:00:00,22:30:00,09:00:00,22:30:00,09:00:00,22:30:00,09:00:00,22:30:00,09:00:00,22:30:00,09:00:00,22:30:00,09:00:00,22:30:00,246.0,High
215,Sushi Time,"вулиця Зелена, 6, Львів","{'lat': 49.834263, 'lng': 24.0350322}",6,вулиця Зелена,Личаківський,Львів,Львівська,Україна,https://lviv.sushi-time.com.ua/,+380 63 250 3882,Ресторан,ChIJAYff8efdOkcRm9SzKUoLQqU,https://glovoapp.com/ua/uk/lviv/sushitime-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,,High
216,Sour,"вулиця Сихівська, 12а, Львів","{'lat': 49.795877, 'lng': 24.0629043}",12а,вулиця Сихівська,Сихівський,Львів,Львівська,Україна,https://www.instagram.com/sourlounge/,+380 97 733 2232,Інше,ChIJJSxQciHpOkcRAW5nrkrB7jw,https://glovoapp.com/ua/uk/lviv/sour-lvi/,13:00:00,23:00:00,13:00:00,23:00:00,13:00:00,23:00:00,13:00:00,23:00:00,13:00:00,23:00:00,13:00:00,23:00:00,13:00:00,23:00:00,235.0,High
217,Mlyntsi na Molotsi / Млинці на Молоці,"вулиця Євгена Коновальця, 10, Львів","{'lat': 49.833984, 'lng': 24.0082176}",10,вулиця Євгена Коновальця,Франківський,Львів,Львівська,Україна,,+380 96 158 8212,Ресторан,ChIJgfyCIU3dOkcRXthGu2UBrCI,https://glovoapp.com/ua/uk/lviv/mlyntsi-na-molotsi-lv/,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,00:00:00,23:59:00,126.0,Medium-Low
218,Кавʼярня Лиса Микити  /  Kaviarnia Lysa Mykyty,"вулиця Окружна, 50, Львів","{'lat': 49.8267628, 'lng': 23.9829877}",50,вулиця Окружна,Франківський,Львів,Львівська,Україна,https://instagram.com/lys_mykyta_cafe?igshid=MzMyNGUyNmU2YQ==,,Ресторан,ChIJV2mTy2bnOkcRmg3B5Y5F6HY,https://glovoapp.com/ua/uk/lviv/lys-mykyta-lvi/,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,152.0,Medium-Low
219,Kebab sandwich bar,"RXRW+45, Львів","{'lat': 49.8403894, 'lng': 23.99548919999999}",Залізничний,Львів,Львівська,Україна,,,,,Ресторан,ChIJ5QCig7LdOkcRcd7nXZ4WC54,https://glovoapp.com/ua/uk/lviv/kebab-sandwich-bar-lvi/,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,89.0,Low
220,Kondyterka Na Lemkivsʹkiy / Кондитерка на Лемківській,"вулиця Лемківська, 15, Львів","{'lat': 49.85360479999999, 'lng': 24.0260625}",15,вулиця Лемківська,Шевченківський,Львів,Львівська,Україна,http://www.fest.lviv.ua/uk/projects/kondyterka/,+380 50 430 0725,Ресторан,ChIJhTgrqAndOkcR-hBjPSxnB5w,https://glovoapp.com/ua/uk/lviv/kondyterka-na-lemkivs-kiy-lvi/,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,257.0,High
221,Kampai sushi&pizza,"вулиця Тролейбусна, 7, Львів","{'lat': 49.8054093, 'lng': 24.0076003}",7,вулиця Тролейбусна,Франківський,Львів,Львівська,Україна,http://www.kampai.lviv.ua/,+380 73 227 9292,Доставка,ChIJDSpzoDvnOkcRWh52o8HyE2w,https://glovoapp.com/ua/uk/lviv/kampai-sushipizza-lvi/,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,195.0,Medium-High
222,Na Mangal Steak House,"проспект Шевченка, 25, Львів","{'lat': 49.8360524, 'lng': 24.0324767}",25,проспект Шевченка,Галицький,Львів,Львівська,Україна,,+380 98 877 7512,Ресторан,ChIJtwsH0GjdOkcRcU63d--2nx4,https://glovoapp.com/ua/uk/lviv/na-mangal-steak-house-lvi/,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,295.0,High
